time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-07-13T16:50:59.399Z,-24.251,-67.3275,187.321,4.2,mb,25,70,1.51,0.85,us,us7000mz2x,2024-07-13T21:57:49.040Z,"102 km W of San Antonio de los Cobres, Argentina",earthquake,8.96,9.154,0.158,12,reviewed,us,us
2024-07-13T16:18:29.815Z,36.8005,71.5652,194.673,4,mb,28,117,2.679,1.3,us,us7000mz2u,2024-07-16T15:47:45.040Z,"9 km NNW of Ishqoshim, Tajikistan",earthquake,6.03,7.594,0.118,20,reviewed,us,us
2024-07-13T16:12:51.046Z,4.8698,126.2356,83.021,4.5,mb,105,53,2.281,0.91,us,us7000mz2t,2024-07-13T21:38:21.040Z,"103 km SE of Sarangani, Philippines",earthquake,6.74,6.224,0.058,99,reviewed,us,us
2024-07-13T15:32:40.748Z,40.7616,-116.4282,4.2,2.8,ml,5,62.25999999999999,0.195,0.0979,nn,nn00880862,2024-07-16T15:30:37.040Z,"27 km W of Carlin, Nevada",earthquake,,24,0.15,3,reviewed,nn,nn
2024-07-13T15:19:44.437Z,56.059,-158.0146,26.4,2.6,ml,,,,0.79,ak,ak0248yqucej,2024-07-16T14:42:40.040Z,"35 km SE of Chignik, Alaska",earthquake,,1.5,,,automatic,ak,ak
2024-07-13T15:05:42.806Z,30.5257,137.7106,459.776,4.1,mb,29,82,3.142,0.77,us,us7000mz2k,2024-07-13T21:24:47.040Z,"Izu Islands, Japan region",earthquake,5.74,9.206,0.112,24,reviewed,us,us
2024-07-13T14:51:50.533Z,-17.8655,-178.4147,516.931,4.1,mb,35,78,3.367,0.89,us,us6000nexb,2024-07-28T16:38:19.040Z,"241 km E of Levuka, Fiji",earthquake,13.9,8.815,0.104,25,reviewed,us,us
2024-07-13T13:35:00.328Z,13.635,145.0353,134.978,3.9,mb,12,90,0.168,0.63,us,us6000nexa,2024-07-28T16:34:01.270Z,"19 km NE of Yigo Village, Guam",earthquake,8.29,7.066,0.297,3,reviewed,us,us
2024-07-13T13:30:14.870Z,19.2645,-68.8625,56,3.71,md,10,242,2.0837,0.39,pr,pr2024195000,2024-08-04T19:57:12.040Z,"36 km NNE of Miches, Dominican Republic",earthquake,6.61,11.06,0.06,6,reviewed,pr,pr
2024-07-13T13:05:10.754Z,52.1157,179.7547,164.434,3.8,mb,24,111,0.159,0.53,us,us6000nexd,2024-07-28T17:02:20.040Z,"249 km W of Adak, Alaska",earthquake,5.84,8.38,0.208,9,reviewed,us,us
2024-07-13T13:00:46.108Z,44.2665,-130.0661,10,3.9,mb,26,227,4.371,0.44,us,us7000mz27,2024-08-04T19:53:37.040Z,"off the coast of Oregon",earthquake,12.94,2.016,0.229,5,reviewed,us,us
2024-07-13T11:34:09.750Z,19.1986666666667,-155.461833333333,31.73,2.55,ml,57,107,0.04303,0.1,hv,hv74331991,2024-07-24T12:46:38.040Z,"1 km ESE of Pāhala, Hawaii",earthquake,0.4,0.47,0.183429661708138,25,reviewed,hv,hv
2024-07-13T10:56:49.762Z,-6.0531,148.8273,74.407,4,mb,24,140,3.717,0.64,us,us6000nex5,2024-07-24T07:46:30.040Z,"81 km WNW of Kandrian, Papua New Guinea",earthquake,12.74,7.984,0.129,16,reviewed,us,us
2024-07-13T09:37:16.069Z,-16.4944,176.3476,10,4.1,mb,14,227,2.051,0.46,us,us6000nex4,2024-07-24T07:31:29.040Z,"170 km NW of Lautoka, Fiji",earthquake,9.08,2.019,0.151,12,reviewed,us,us
2024-07-13T08:02:00.985Z,-15.4305,-171.6794,10,4.4,mb,11,122,1.516,0.37,us,us6000nex0,2024-07-25T08:30:55.040Z,"153 km SW of Vailoatai, American Samoa",earthquake,6.86,1.913,0.219,6,reviewed,us,us
2024-07-13T07:39:42.528Z,11.9871,143.0285,37.261,4.2,mb,22,145,2.399,0.9,us,us6000newz,2024-07-25T08:25:15.040Z,"227 km SW of Merizo Village, Guam",earthquake,14.28,7.249,0.153,12,reviewed,us,us
2024-07-13T07:27:41.454Z,61.5225,-150.5863,33.4,2.9,ml,,,,0.59,ak,ak0248ym4l21,2024-07-25T08:22:17.094Z,"4 km WSW of Susitna, Alaska",earthquake,,2129.2,,,automatic,ak,ak
2024-07-13T07:25:41.231Z,69.6226,-144.5853,6.111,2.5,ml,27,109,0.306,0.41,us,us7000mz19,2024-07-25T08:17:32.040Z,"67 km SSW of Kaktovik, Alaska",earthquake,6.85,7.442,0.052,48,reviewed,us,us
2024-07-13T06:07:46.381Z,58.6696,-155.0606,140.2,2.5,ml,,,,0.33,ak,ak0248ylevkg,2024-07-25T08:12:40.040Z,"87 km S of Kokhanok, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-07-13T06:03:53.919Z,51.8382,-170.4234,40.834,3.9,mb,38,182,1.004,0.72,us,us7000mz14,2024-07-25T08:10:11.040Z,"162 km SW of Nikolski, Alaska",earthquake,7.13,9.829,0.21,6,reviewed,us,us
2024-07-13T05:26:42.856Z,49.313,155.2366,69.948,4.5,mb,48,135,4.103,0.45,us,us7000mz0r,2024-07-25T08:01:46.040Z,"164 km SSW of Severo-Kuril’sk, Russia",earthquake,11.47,8.157,0.088,38,reviewed,us,us
2024-07-13T05:18:31.284Z,-21.0284,-67.32,179.11,4.3,mb,24,67,1.931,0.51,us,us7000mz0p,2024-07-25T07:56:20.040Z,"81 km SW of Uyuni, Bolivia",earthquake,7.14,8.818,0.125,18,reviewed,us,us
2024-07-13T05:07:51.640Z,17.9505,-66.8358333333333,11.6,2.6,md,13,188,0.07259,0.15,pr,pr71455298,2024-07-13T05:25:15.610Z,"5 km SSW of Indios, Puerto Rico",earthquake,0.49,0.37,0.0391727420126959,5,reviewed,pr,pr
2024-07-13T04:42:16.446Z,52.1863,-170.5655,44.392,3.9,mb,26,188,1.307,0.64,us,us6000newx,2024-07-24T01:03:56.040Z,"142 km SW of Nikolski, Alaska",earthquake,7.26,13.423,0.162,10,reviewed,us,us
2024-07-13T04:38:15.306Z,-24.1525,-67.1003,211.271,4.5,mb,21,76,1.552,0.76,us,us7000mz0k,2024-08-03T23:15:50.040Z,"79 km W of San Antonio de los Cobres, Argentina",earthquake,11.16,12.902,0.222,6,reviewed,us,us
2024-07-13T03:50:42.610Z,19.1783333333333,-155.471166666667,33.55,3.01,ml,58,88,0.02435,0.1,hv,hv74331556,2024-08-03T23:12:18.564Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.43,0.4,0.151487124056071,39,reviewed,hv,hv
2024-07-13T03:40:43.050Z,18.2446666666667,-66.4296666666667,38.16,2.61,md,15,98,0.1032,0.11,pr,pr71455283,2024-07-13T03:58:30.100Z,"4 km WNW of Orocovis, Puerto Rico",earthquake,0.51,0.64,0.140437820817167,8,reviewed,pr,pr
2024-07-13T03:35:42.741Z,-15.9235,-74.6399,28.998,4.6,mb,53,104,4.458,0.8,us,us7000mz09,2024-08-03T23:08:28.040Z,"32 km WSW of Atiquipa, Peru",earthquake,10.33,5.043,0.066,69,reviewed,us,us
2024-07-13T03:27:39.828Z,37.7112,141.7543,56.129,4.3,mb,25,149,3.064,0.56,us,us6000nex3,2024-07-24T00:49:49.040Z,"69 km E of Minami-Sōma, Japan",earthquake,9.19,5.216,0.201,8,reviewed,us,us
2024-07-13T02:57:47.555Z,51.8885,-170.435,38.515,4,mb,36,184,1.454,0.72,us,us6000neww,2024-07-24T00:36:55.040Z,"158 km SW of Nikolski, Alaska",earthquake,10.17,9.599,0.133,15,reviewed,us,us
2024-07-13T02:28:53.915Z,53.58,-164.9166,37.744,4.6,mb,64,156,0.921,0.56,us,us7000mz02,2024-07-13T03:38:16.552Z,"83 km SE of Akutan, Alaska",earthquake,4.8,8.552,0.039,200,reviewed,us,us
2024-07-13T01:57:52.366Z,53.5017,-164.8766,40.623,3.6,mb,17,179,0.997,0.71,us,us7000myzy,2024-07-13T03:28:00.245Z,"91 km SE of Akutan, Alaska",earthquake,3.04,18.275,0.129,15,reviewed,us,us
2024-07-12T23:38:34.750Z,19.3833333333333,-155.280333333333,1.41,2.46,ml,22,45,0.003439,0.08,hv,hv74331256,2024-07-16T05:04:24.040Z,"8 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.106425064788885,9,reviewed,hv,hv
2024-07-12T23:18:47.169Z,25.0767,128.1829,10,5.3,mww,96,43,1.754,0.84,us,us7000myzm,2024-07-13T00:03:37.040Z,"127 km SSE of Itoman, Japan",earthquake,6.25,1.831,0.054,33,reviewed,us,us
2024-07-12T23:07:19.528Z,-16.2865,-176.362,361.103,4.5,mb,103,59,4.979,0.57,us,us7000myzl,2024-08-07T02:55:22.040Z,"276 km W of Hihifo, Tonga",earthquake,11.43,6.309,0.061,79,reviewed,us,us
2024-07-12T23:06:22.739Z,2.7618,95.3985,10,4.8,mb,77,72,2.613,0.53,us,us7000myzk,2024-08-07T02:43:50.040Z,"113 km WNW of Sinabang, Indonesia",earthquake,8.21,1.812,0.075,55,reviewed,us,us
2024-07-12T22:33:48.231Z,36.0703,70.4397,126.268,4.2,mb,23,155,3.352,0.67,us,us7000myzj,2024-08-07T02:31:21.040Z,"76 km SE of Farkhār, Afghanistan",earthquake,9.54,8.565,0.136,15,reviewed,us,us
2024-07-12T22:21:36.801Z,58.789,-157.6019,8.3,2.7,ml,,,,0.78,ak,ak0248x7hfzk,2024-08-07T02:24:16.040Z,"14 km SSE of Portage Creek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-07-12T21:46:12.940Z,37.8381666666667,-121.8,17.77,2.86,md,99,41,0.02779,0.22,nc,nc75034182,2024-08-07T02:17:07.040Z,"10 km E of Blackhawk, CA",earthquake,0.23,0.39,0.157,88,reviewed,nc,nc
2024-07-12T20:19:46.265Z,38.6407,43.2492,7.329,4.3,mwr,130,46,0.361,0.81,us,us7000myyq,2024-07-13T21:10:40.040Z,"19 km NW of Van, Turkey",earthquake,3.68,4.152,0.057,30,reviewed,us,us
2024-07-12T19:27:20.864Z,44.4678,-130.0021,10,3.6,ml,89,209,1.472,0.76,us,us7000myy6,2024-07-12T21:59:00.040Z,"off the coast of Oregon",earthquake,4.1,2.008,0.055,44,reviewed,us,us
2024-07-12T19:26:43.967Z,38.0697,21.9179,12.342,4.3,mb,79,44,0.889,0.85,us,us7000myy5,2024-07-13T14:18:48.889Z,"12 km ESE of Chalandrítsa, Greece",earthquake,4.28,4.61,0.068,66,reviewed,us,us
2024-07-12T19:18:12.786Z,-3.7267,151.3098,10,5.2,mww,135,40,4.279,0.55,us,us7000myy7,2024-07-13T19:30:32.040Z,"108 km WNW of Rabaul, Papua New Guinea",earthquake,5.87,1.472,0.069,20,reviewed,us,us
2024-07-12T19:08:50.800Z,37.547,-118.8785,6.27,2.53,md,28,61,0.05818,0.03,nc,nc75034132,2024-07-18T06:25:44.610Z,"13 km SSE of Mammoth Lakes, CA",earthquake,0.34,0.6,0.284,33,reviewed,nc,nc
2024-07-12T18:55:00.169Z,-15.9639,-74.7739,25.942,4.8,mb,132,144,4.433,0.65,us,us7000myxy,2024-07-13T18:43:33.040Z,"47 km WSW of Atiquipa, Peru",earthquake,7.17,4.584,0.047,144,reviewed,us,us
2024-07-12T18:51:13.362Z,23.9533,121.7596,24.134,4.4,mb,56,84,0.266,0.64,us,us7000myxu,2024-07-12T21:09:41.040Z,"16 km E of Hualien City, Taiwan",earthquake,2.83,4.901,0.087,40,reviewed,us,us
2024-07-12T18:19:03.912Z,-17.3739,-69.4198,160.903,5.6,mww,298,30,0.222,0.71,us,us7000myxn,2024-07-17T10:18:38.216Z,"66 km E of Tarata, Peru",earthquake,6.46,3.612,0.042,54,reviewed,us,us
2024-07-12T17:47:43.473Z,-6.7861,129.7651,171.315,4.5,mb,48,91,2.253,0.58,us,us7000myxd,2024-07-12T20:52:35.040Z,"Banda Sea",earthquake,6.42,7.505,0.085,45,reviewed,us,us
2024-07-12T17:42:23.100Z,37.5783333333333,-121.695833333333,7.52,2.53,md,100,58,0.08717,0.1,nc,nc75034077,2024-07-16T19:11:39.400Z,"13 km SSE of Livermore, CA",earthquake,0.09,0.34,0.163,93,reviewed,nc,nc
2024-07-12T17:35:40.111Z,-5.3377,150.0941,176.288,4.4,mb,18,159,4.979,0.42,us,us7000myxa,2024-07-12T20:34:14.040Z,"24 km NNW of Kimbe, Papua New Guinea",earthquake,13.24,9.1,0.144,16,reviewed,us,us
2024-07-12T17:12:50.103Z,-3.8107,151.3615,17.803,5.5,mww,152,27,4.359,0.53,us,us7000myx6,2024-07-13T17:42:37.330Z,"98 km WNW of Rabaul, Papua New Guinea",earthquake,7.44,3.392,0.057,30,reviewed,us,us
2024-07-12T15:14:41.957Z,45.4531,151.7719,36.629,4.4,mb,19,199,6.433,0.93,us,us6000neid,2024-07-22T17:18:29.040Z,"Kuril Islands",earthquake,7.32,11.417,0.149,13,reviewed,us,us
2024-07-12T15:02:20.709Z,29.156,56.965,12.102,4.4,mb,36,103,4.248,0.58,us,us7000mywh,2024-08-04T19:50:39.040Z,"20 km SE of Kūh Sefīd, Iran",earthquake,9.37,4.779,0.094,33,reviewed,us,us
2024-07-12T13:54:42.870Z,-20.8969,-177.7056,456.713,4.1,mb,37,79,2.353,0.68,us,us7000myvf,2024-07-23T01:56:26.040Z,"251 km W of Houma, Tonga",earthquake,14.44,9.083,0.102,26,reviewed,us,us
2024-07-12T12:56:02.964Z,-0.2277,124.5491,11.797,4.3,mb,20,112,2.987,0.89,us,us6000nei7,2024-07-23T03:19:28.040Z,"76 km S of Modisi, Indonesia",earthquake,7.16,4.899,0.147,13,reviewed,us,us
2024-07-12T12:46:19.292Z,-6.3924,124.5354,596.73,4.7,mb,88,30,3.352,0.4,us,us7000myv0,2024-07-23T02:29:44.040Z,"237 km ESE of Baubau, Indonesia",earthquake,10.02,7.341,0.052,115,reviewed,us,us
2024-07-12T12:39:54.441Z,60.9995,-150.9219,0,2.6,ml,,,,0.77,ak,ak0248x1n06s,2024-07-23T02:34:13.040Z,"13 km ESE of Tyonek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-07-12T12:38:53.695Z,61.0099,-150.8966,5.4,2.5,ml,,,,0.55,ak,ak0248x1msex,2024-07-30T12:10:57.040Z,"14 km ESE of Tyonek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-12T11:50:13.489Z,-3.8028,126.1328,46.456,4.9,mww,92,35,3.829,0.51,us,us7000myup,2024-07-23T02:48:09.040Z,"193 km S of Sanana, Indonesia",earthquake,7.09,6.836,0.098,10,reviewed,us,us
2024-07-12T11:48:07.064Z,-58.8516,-25.2828,33.201,4.9,mb,43,84,15.761,0.52,us,us7000myv7,2024-07-23T02:11:49.040Z,"South Sandwich Islands region",earthquake,7.95,5.334,0.087,42,reviewed,us,us
2024-07-12T11:34:54.133Z,60.4364,-141.507,6.6,3.4,ml,,,,0.93,ak,ak0248x10hyn,2024-08-02T14:11:06.554Z,"134 km SE of McCarthy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-07-12T11:00:49.001Z,35.2014,22.6622,46.659,4.2,mb,34,113,1.825,0.72,us,us7000myuk,2024-07-23T03:06:30.040Z,"92 km W of Palaióchora, Greece",earthquake,5.14,9.504,0.153,12,reviewed,us,us
2024-07-12T10:49:20.006Z,-32.4178,-71.9028,35.08,4.4,mb,27,150,0.641,0.92,us,us7000myui,2024-07-31T09:58:03.040Z,"63 km W of La Ligua, Chile",earthquake,3.94,9.319,0.22,6,reviewed,us,us
2024-07-12T10:34:00.855Z,1.2947,126.3177,10,5,mb,113,79,1.17,0.5,us,us7000myue,2024-07-31T11:49:47.040Z,"131 km WNW of Ternate, Indonesia",earthquake,6.03,0.987,0.048,139,reviewed,us,us
2024-07-12T10:01:24.438Z,55.0623,-155.9616,7.3,3.5,ml,,,,0.72,ak,ak0248x07ya3,2024-08-02T14:11:06.136Z,"205 km SE of Chignik, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2024-07-12T09:51:36.740Z,18.962,-67.1171,5,3.58,md,22,200,0.4945,0.29,pr,pr2024194000,2024-07-12T10:59:16.040Z,"51 km N of Isabela, Puerto Rico",earthquake,1,1.2,0.06,18,reviewed,pr,pr
2024-07-12T09:30:31.729Z,-15.5475,-74.7921,22.651,5.8,mww,222,120,4.061,0.44,us,us7000mytc,2024-07-31T15:13:16.597Z,"23 km SW of Acarí, Peru",earthquake,7.05,3.843,0.062,25,reviewed,us,us
2024-07-12T09:16:04.538Z,-56.5073,-25.5736,23.822,4.6,mb,19,110,17.96,0.65,us,us6000nei9,2024-08-07T06:07:39.040Z,"South Sandwich Islands region",earthquake,14.41,5.057,0.125,19,reviewed,us,us
2024-07-12T08:47:19.437Z,-25.4887,-177.1285,132.035,4.1,mb,18,151,3.809,1.04,us,us6000nei2,2024-07-24T06:42:50.040Z,"south of the Fiji Islands",earthquake,13.81,10.48,0.15,12,reviewed,us,us
2024-07-12T08:34:12.405Z,-56.3973,-24.8603,10,4.3,mb,17,116,17.906,1.23,us,us6000nei8,2024-08-07T06:20:29.040Z,"South Sandwich Islands region",earthquake,12.47,1.819,0.129,17,reviewed,us,us
2024-07-12T08:20:30.586Z,49.0384,-128.3628,10,4.8,mww,90,152,1.61,0.78,us,us7000mysw,2024-08-01T05:26:07.056Z,"179 km W of Tofino, Canada",earthquake,6.06,1.859,0.059,28,reviewed,us,us
2024-07-12T06:56:22.699Z,34.1455,74.3501,13.68,4.4,mb,31,122,1.026,0.79,us,us7000mysm,2024-07-24T12:33:13.878Z,"7 km S of Bāramūla, India",earthquake,9.78,5.402,0.095,32,reviewed,us,us
2024-07-12T06:48:27.766Z,39.3781,20.913,17.08,4.2,mb,25,100,1.162,0.47,us,us7000mysk,2024-07-24T12:27:00.082Z,"12 km NE of Pappadátes, Greece",earthquake,5.71,4.962,0.132,16,reviewed,us,us
2024-07-12T06:39:46.264Z,-32.7946,-68.7338,11.561,3.9,mb,24,127,1.323,0.68,us,us7000mysi,2024-07-24T12:14:04.728Z,"13 km NE of Mendoza, Argentina",earthquake,4.94,6.815,0.256,4,reviewed,us,us
2024-07-12T06:16:03.440Z,46.379666666666665,-122.32616666666667,14.11,3.48,ml,122,46,0.0745,0.12,uw,uw62015912,2024-07-24T12:04:13.040Z,"20 km S of Morton, Washington",earthquake,0.09,0.22,0.17715689895004827,216,reviewed,uw,uw
2024-07-12T06:13:17.026Z,59.0691,-137.9801,6.3,2.8,ml,,,,0.91,ak,ak0248wxwr0f,2024-08-02T14:11:04.509Z,"112 km ESE of Yakutat, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-07-12T06:00:22.601Z,51.8859,-169.301,10,2.6,ml,11,232,0.939,0.51,us,us6000nhk7,2024-08-07T06:02:26.040Z,"120 km SSW of Nikolski, Alaska",earthquake,3.41,2.014,0.115,10,reviewed,us,us
2024-07-12T05:47:02.471Z,-4.6412,-104.7263,10,4.6,mb,28,161,24.233,0.53,us,us7000mysh,2024-07-24T09:43:09.040Z,"central East Pacific Rise",earthquake,11.34,1.908,0.083,43,reviewed,us,us
2024-07-12T05:40:44.791Z,-10.4122,66.2465,10,4.4,mb,21,130,9.695,0.37,us,us6000nehy,2024-07-24T06:12:52.040Z,"Mid-Indian Ridge",earthquake,7.7,1.89,0.143,14,reviewed,us,us
2024-07-12T05:26:05.405Z,59.7152,-150.534,35.5,3.8,ml,,,,0.82,ak,ak0248wxe2t2,2024-08-02T14:13:04.893Z,"28 km SE of Fox River, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2024-07-12T05:13:44.140Z,39.5356666666667,-123.348833333333,9.38,2.54,md,33,63,,0.1,nc,nc75033932,2024-07-24T08:45:19.040Z,"11 km NNE of Brooktrails, CA",earthquake,0.18,0.36,0.142,39,reviewed,nc,nc
2024-07-12T05:13:08.960Z,18.337,-66.6248333333333,133.09,3.3,md,14,106,0.1234,0.33,pr,pr71455208,2024-07-12T05:35:48.160Z,"6 km WSW of Estancias de Florida, Puerto Rico",earthquake,2.64,1.39,0.106482176988754,8,reviewed,pr,pr
2024-07-12T05:08:44.960Z,-42.9965,-74.3136,22.634,4.1,mwr,25,148,1.532,0.7,us,us7000mys7,2024-07-24T09:04:37.977Z,"58 km WNW of Quellón, Chile",earthquake,6.01,5.674,0.066,22,reviewed,us,us
2024-07-12T05:02:48.507Z,51.9952,-173.6363,9.869,3,ml,14,197,0.399,0.57,us,us6000nhjy,2024-08-07T05:52:39.040Z,"44 km ESE of Atka, Alaska",earthquake,3.94,7.142,0.105,12,reviewed,us,us
2024-07-12T04:53:52.607Z,54.8015,167.9317,10,5.1,mww,108,63,4.207,0.88,us,us7000mys6,2024-08-03T22:56:18.040Z,"Komandorskiye Ostrova, Russia region",earthquake,9.11,1.808,0.05,39,reviewed,us,us
2024-07-12T04:29:47.030Z,37.8403333333333,-121.802166666667,17.94,2.98,md,154,32,0.02987,0.25,nc,nc75033907,2024-08-03T22:31:38.040Z,"10 km E of Blackhawk, CA",earthquake,0.18,0.32,0.158,154,reviewed,nc,nc
2024-07-12T04:01:30.277Z,-4.6099,-104.4367,10,4.5,mb,22,160,24.06,0.85,us,us6000nehv,2024-07-24T00:15:50.040Z,"central East Pacific Rise",earthquake,13.03,1.862,0.145,14,reviewed,us,us
2024-07-12T03:55:54.435Z,-15.052,-173.3111,10,5,mb,73,53,1.866,1.33,us,us7000myrz,2024-08-03T22:12:07.040Z,"112 km NNE of Hihifo, Tonga",earthquake,7.88,1.808,0.036,238,reviewed,us,us
2024-07-12T03:46:43.610Z,35.9665,-120.5255,10.59,2.68,md,54,42,0.02184,0.1,nc,nc75033892,2024-08-03T22:02:13.040Z,"11 km NW of Parkfield, CA",earthquake,0.16,0.25,0.097,59,reviewed,nc,nc
2024-07-12T03:41:46.300Z,17.9693333333333,-66.9853333333333,13.52,2.48,md,14,184,0.05605,0.22,pr,pr71455183,2024-07-12T04:04:53.717Z,"6 km E of La Parguera, Puerto Rico",earthquake,0.69,0.46,0.194375968205037,7,reviewed,pr,pr
2024-07-12T03:31:43.716Z,-24.1702,-67.0065,188.712,4.2,mb,14,95,1.621,0.51,us,us7000myru,2024-08-03T22:01:00.524Z,"70 km W of San Antonio de los Cobres, Argentina",earthquake,13.86,15.628,0.236,5,reviewed,us,us
2024-07-12T03:30:47.850Z,19.3878333333333,-155.243,1.73,2.46,ml,30,66,0.008178,0.08,hv,hv74329181,2024-08-03T21:57:19.040Z,"6 km S of Volcano, Hawaii",earthquake,0.18,0.14,0.25372165461041,15,reviewed,hv,hv
2024-07-12T03:27:31.664Z,51.8709,-179.0272,127.146,2.6,ml,18,162,0.147,0.22,us,us6000nhjx,2024-08-02T21:11:27.040Z,"164 km W of Adak, Alaska",earthquake,8.17,5.447,0.081,20,reviewed,us,us
2024-07-12T03:07:48.329Z,40.351,-127.4871,10,3.1,ml,51,266,2.572,0.73,us,us7000myrp,2024-07-12T03:14:30.040Z,"274 km W of Ferndale, California",earthquake,3.79,2.023,0.041,78,reviewed,us,us
2024-07-12T01:51:08.707Z,14.4708,55.7452,10,5,mb,84,83,10.429,0.84,us,us7000myr5,2024-08-03T21:55:58.040Z,"274 km NE of Hadibu, Yemen",earthquake,11.43,1.7,0.066,75,reviewed,us,us
2024-07-12T01:42:18.916Z,51.8712,-179.9494,149.982,2.7,ml,11,156,0.231,0.44,us,us6000nhk2,2024-08-02T20:58:17.040Z,"228 km W of Adak, Alaska",earthquake,4.96,5.298,0.115,10,reviewed,us,us
2024-07-12T01:17:32.679Z,51.9341,178.2018,127.217,3,ml,12,310,0.192,0.5,us,us7000myr9,2024-08-02T14:11:01.659Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11.19,4.828,0.115,10,reviewed,us,us
2024-07-12T01:12:50.603Z,-14.9712,-173.3097,10,4.3,mb,9,114,1.818,0.36,us,us6000nehu,2024-07-23T23:44:37.040Z,"120 km NNE of Hihifo, Tonga",earthquake,8.53,1.92,0.238,5,reviewed,us,us
2024-07-12T00:39:31.138Z,8.0083,126.725,68.834,4.3,mb,19,121,1.47,0.68,us,us6000neht,2024-08-06T04:57:36.040Z,"30 km E of Santa Maria, Philippines",earthquake,12.99,9.812,0.161,11,reviewed,us,us
2024-07-12T00:19:41.701Z,-4.6309,-104.8562,10,5.8,mww,81,111,14.476,0.41,us,us7000myqk,2024-07-15T04:45:00.485Z,"central East Pacific Rise",earthquake,13.43,1.869,0.045,47,reviewed,us,us
2024-07-12T00:19:38.321Z,51.5939,-175.7204,35,2.5,ml,14,230,0.413,0.49,us,us6000nhjv,2024-08-06T04:45:32.040Z,"70 km ESE of Adak, Alaska",earthquake,4.62,2.001,0.128,8,reviewed,us,us
2024-07-12T00:18:03.514Z,-17.3021,-178.7956,570.201,4.2,mb,22,117,5.129,0.44,us,us6000nehx,2024-08-06T04:38:31.040Z,"217 km ENE of Levuka, Fiji",earthquake,16.71,6.498,0.147,13,reviewed,us,us
2024-07-12T00:17:45.953Z,-53.0598,25.9355,10,4.4,mb,13,142,20.997,0.41,us,us6000nehw,2024-08-06T04:07:27.040Z,"south of Africa",earthquake,18.35,1.961,0.155,12,reviewed,us,us
2024-07-11T23:31:19.970Z,18.79,-66.2096666666667,12.23,3.04,md,20,219,0.4346,0.22,pr,pr71455163,2024-07-11T23:57:27.490Z,"37 km N of Dorado, Puerto Rico",earthquake,0.72,1.42,0.0904484244482997,16,reviewed,pr,pr
2024-07-11T22:34:44.706Z,-25.5279,179.6551,511.96,4.4,mb,34,92,4.28,0.38,us,us7000mypm,2024-07-21T23:54:37.040Z,"south of the Fiji Islands",earthquake,10.25,6.257,0.105,26,reviewed,us,us
2024-07-11T22:18:09.742Z,-7.4808,105.0029,16.398,4.9,mb,82,69,2.625,0.58,us,us7000mypl,2024-07-21T23:51:19.040Z,"152 km SW of Labuan, Indonesia",earthquake,8.74,3.794,0.074,57,reviewed,us,us
2024-07-11T22:10:03.031Z,61.3324,-146.9697,23.3,2.8,ml,,,,0.47,ak,ak0248vjvo0b,2024-07-15T02:15:38.040Z,"40 km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-11T21:32:45.457Z,-36.7095,177.146,244.801,4.2,mb,19,159,1.259,0.66,us,us7000mypa,2024-07-21T23:44:47.040Z,"119 km ENE of Pauanui, New Zealand",earthquake,9.56,8.137,0.152,12,reviewed,us,us
2024-07-11T19:39:18.693Z,38.1854,-117.8472,7.5,2.6,ml,10,77.72999999999999,0.109,0.1686,nn,nn00880774,2024-07-28T17:52:42.040Z,"32 km SE of Mina, Nevada",earthquake,,2.2,0.26,6,reviewed,nn,nn
2024-07-11T18:25:18.983Z,-8.0727,117.829,10,4.3,mb,38,64,0.752,0.44,us,us7000n0bz,2024-07-28T16:21:57.040Z,"53 km NE of Pototano, Indonesia",earthquake,6.43,0.894,0.119,20,reviewed,us,us
2024-07-11T17:55:30.010Z,-16.1427,-74.7109,24.723,4.2,mb,21,133,4.619,0.53,us,us7000n0bx,2024-07-28T16:00:49.040Z,"53 km SW of Atiquipa, Peru",earthquake,10.4,6.237,0.141,14,reviewed,us,us
2024-07-11T17:43:40.543Z,4.5156,126.6038,51.444,4.1,mb,26,127,2.734,0.62,us,us7000n0bv,2024-07-28T15:28:46.040Z,"160 km SE of Sarangani, Philippines",earthquake,9.44,7.913,0.14,14,reviewed,us,us
2024-07-11T17:34:26.968Z,48.7663,-128.693,10,4.7,mwr,189,99,0.887,0.88,us,us7000myms,2024-07-28T17:48:37.264Z,"208 km WSW of Tofino, Canada",earthquake,5.47,1.858,0.059,28,reviewed,us,us
